card-id,cardRarity,cardUrl,discordCachedUrl,GroupMember,GroupName,Theme,version
TSKDGSC,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/tripleS/TSKDGSC.png,https://media.discordapp.net/attachments/1256390965095039120/1275807813544710204/card-image.jpg?ex=66c73c1e&is=66c5ea9e&hm=96cbd5f371e92722890f5d00221653da22cdf0b7e95cc1b5a6362986c1f006ee&,Kaede,tripleS,Girls' Capitalism,1
TPHKDGN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TEMPEST/TPHKDGN.png,https://media.discordapp.net/attachments/1255320233795911730/1275812253425471660/card-image.jpg?ex=66c74040&is=66c5eec0&hm=6781e3c4f8e432e27893eb27d8284643039b88933ee8a5cd8e9f183a2e9db2a0&,Hyuk,TEMPEST,Dragon,1
TPHBDGN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TEMPEST/TPHBDGN.png,https://media.discordapp.net/attachments/1275225745370775674/1275748685220675594/card-image.jpg?ex=66c7050c&is=66c5b38c&hm=fe55e0f9d73a92c5b00b462d734cb0119715c8f47eec3508b61866acdcd29a80&,Hanbin,TEMPEST,Dragon,1
EPKMHTL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/EPEX/EPKMHTL.png,https://media.discordapp.net/attachments/1255320233795911730/1275762859720052817/card-image.jpg?ex=66c71240&is=66c5c0c0&hm=7c7e143ca4cf38f65bb5ede233b29845c95d4fb4da96fdbff3a21f1c635686cf&,Keum,EPEX,Hymn to Love,1
OUKHNOW,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ONEUS/OUKHNOW.png,https://media.discordapp.net/attachments/1255320496984297583/1275781400074780702/card-image.jpg?ex=66c72384&is=66c5d204&hm=e3c5ae5e68c1ba5409f67514273fd20fc1cd822171004c56a650ee8edfd9ecf0&,Keonhee,ONEUS,Now,1
JOSKVNS,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/JO1/JOSKVNS.png,https://media.discordapp.net/attachments/1275220609869021195/1275813876574715985/card-image.jpg?ex=66c741c3&is=66c5f043&hm=f28bab89a2a4089c81bcaa6c8f63ff47057faf79df8318eb861da962a801c6b8&,Sukai,JO1,Venus,1
VNSWWIS,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/VICTON/VNSWWIS.png,https://media.discordapp.net/attachments/1275225745370775674/1275772513720340531/card-image.jpg?ex=66c71b3d&is=66c5c9bd&hm=f972e119ed5e5bc009d39d2d515ead3ed3c3d5a49d950c932cd337f9e6b9238d&,Seungwoo,VICTON,What I Said,1
EXCHHMO,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/EXO/EXCHHMO.png,https://media.discordapp.net/attachments/1275225745370775674/1275801534654845081/card-image.jpg?ex=66c73645&is=66c5e4c5&hm=48b8de393e02157e023d159b165678704c8e36207702175a910ea99dcc7924ce&,Chen,EXO,Hear Me Out,1
WBSLESY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/WJSN+THE+BLACK/TBSLESY.png,https://media.discordapp.net/attachments/1275220609869021195/1275793850039799909/card-image.jpg?ex=66c72f1c&is=66c5dd9c&hm=eabfd3e4fd7656e33d77d6bdca50fa9be20c12fec021ec5ff1a0a61ee941f059&,Seola,WJSN THE BLACK,Easy,1
2PNKMIT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/2PM/2PNKMIT.png,https://media.discordapp.net/attachments/1255320259070791690/1275820550060769333/card-image.jpg?ex=66c747fa&is=66c5f67a&hm=f804d66791b5946b366f2491346446081a03bbf8d1840a948bff0892813b8c5c&,Nichkhun,2PM,Make It,1
RVIRPSY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Red+Velvet/RVIRPSY.png,https://media.discordapp.net/attachments/1275225745370775674/1275729311055347712/card-image.jpg?ex=66c6f301&is=66c5a181&hm=fa1aa7dbd0148c13135857c9a678c96a24b9ba5fadb7ef1ae28994894f185a64&,Irene,Red Velvet,Psycho,1
SFRWTDR,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/SF9/SFRWTDR.png,https://media.discordapp.net/attachments/1255531443636011040/1275819742761979947/card-image.jpg?ex=66c7473a&is=66c5f5ba&hm=4ae1bc2212c291fe43beafbaf5319f2f563bf36803dbd7d179f7afdce43edbe5&,Rowoon,SF9,Tear Drop,1
ENSNFTL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ENHYPEN/ENSNFTL.png,https://media.discordapp.net/attachments/1255320233795911730/1275830040579543121/card-image.jpg?ex=66c750d1&is=66c5ff51&hm=725ac1204f19c51b8c857f264da3cef28c118e5e4918c33c360e852328467773&,Sunoo,ENHYPEN,Fatal Trouble,1
LSHYSST,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Loossemble/LSHYSST.png,https://media.discordapp.net/attachments/1275225745370775674/1275827602967494758/card-image.jpg?ex=66c74e8c&is=66c5fd0c&hm=f348a009d7f946a60ed595e0f5362c64c4e577ed968fc14229453eb318fb704e&,Hyunjin,Loossemble,Sensitive,1
IVGLHYA,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/IVE/IVGAHYA.png,https://media.discordapp.net/attachments/1255320259070791690/1275790432147869726/card-image.jpg?ex=66c72bee&is=66c5da6e&hm=b096f84196785ef1d5ce675544a69cda125c5f4d29c353efbf7e978a2e833f5e&,Gaeul,IVE,HEYA,1
WEMOVRM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Weeekly/WEMOVRM.png,https://media.discordapp.net/attachments/1275225745370775674/1275784801223446608/card-image.jpg?ex=66c726af&is=66c5d52f&hm=e2769ac0a9c90ad321006764671a20e6db4838b7c4c280f620547a1a68113a3c&,Monday,Weeekly,VROOM VROOM,1
W1JSENG,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Wanna+One/W1JSENG.png,https://media.discordapp.net/attachments/1255531443636011040/1275722221045682189/card-image.jpg?ex=66c6ec67&is=66c59ae7&hm=373ab4885e2c5b1cbdb5c684e45acb2cd07003a073293319d9d6c35484ece0ec&,Jisung,Wanna One,Energetic,1
MXMHOSM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Soloists/MXMHOSM.png,https://media.discordapp.net/attachments/1275225745370775674/1275830784116260905/card-image.jpg?ex=66c75182&is=66c60002&hm=207c939c75370789e227426365acd100c1e7dba9fe67c677c06a9609abed402e&,Minhyuk,Soloist,ONGSHIMI,1
wonyoung,4,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/customs/kira_wonyoung.png,https://media.discordapp.net/attachments/1255320505934942258/1272904464373780580/card-image.jpg?ex=66bcac29&is=66bb5aa9&hm=d136fd633b767f888c1bf6338cfa9e4b49ae243c8646865c1bf166ce8893faab&,Wonyoung,IVE,Royal,1
CXYHWAV,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/CIX/CXYHWAV.png,https://media.discordapp.net/attachments/1272269842371842170/1275698011011551254/card-image.jpg?ex=66c6d5db&is=66c5845b&hm=f1d82587e79e6bdc9178fe531467738a2a98b250844a8178ee7225fd836b1d0d&,Yonghee,CIX,WAVE,1
LLGETDA,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/LIMELIGHT/LLGETDA.png,https://media.discordapp.net/attachments/1255320220449374228/1275830931747508395/card-image.jpg?ex=66c751a5&is=66c60025&hm=c531445f361b9d53f66b84a3aba68ed8c378c39d8d90bf62417c95d2a9a379c5&,Gaeun,LIMELIGHT,TA-DA!,1
KDIVASN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/KINGDOM/KDIVASN.png,https://media.discordapp.net/attachments/1275220609869021195/1275722934207516753/card-image.jpg?ex=66c6ed11&is=66c59b91&hm=51468bd55a54ef963aa81003cfb1427eece46c492581eb350e9b11bcf3e43ccc&,Ivan,KINGDOM,Ascension,1
CVMHLOD,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/CRAVITY/CVMHCLV.png,https://media.discordapp.net/attachments/1275225745370775674/1275827831674372167/card-image.jpg?ex=66c74ec2&is=66c5fd42&hm=579e264aa12bdb7cdac29897cae7b4b09b9d373b0f56907b75e254f0ad09cbbd&,Minhee,CRAVITY,Love Or Die,1
TWDHFSP,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TWICE/TWDHFSP.png,https://media.discordapp.net/attachments/1275225745370775674/1275813540682530927/card-image.jpg?ex=66c74173&is=66c5eff3&hm=64324b49072c6d2dc13f12f58865a29182fb5b4716bf61598faf650a100a00df&,Dahyun,TWICE,Feel Special,1
BVKLBVN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/BADVILLAIN/BVKLBVN.png,https://media.discordapp.net/attachments/1275220609869021195/1275811561914634310/card-image.jpg?ex=66c73f9b&is=66c5ee1b&hm=a5a03baee592889caa0ca87190c7cecb0f19b681519c82a36b466ae528546463&,Kelly,BADVILLAIN,BADVILLAIN,1
LOCHFLP,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/LOONA/LOCHFLP.png,https://media.discordapp.net/attachments/1255320233795911730/1275785938898784410/card-image.jpg?ex=66c727be&is=66c5d63e&hm=0906ddb52ad27de161b7de996c80f27c51a9da795667dee960cbb3d0b3334a08&,Choerry,LOONA,Flip That,1
MIMI,4,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/customs/HAZEL_CUSTOM.png,https://media.discordapp.net/attachments/1275220609869021195/1275274784053264384/card-image.jpg?ex=66c54bb1&is=66c3fa31&hm=3eb18fdf1f0bcec5e5e268d26e651b2e8efd7f88f5484766509625b8874aed5f&,Mimi,OH MY GIRL,Neon,1
TWNYFSP,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TWICE/TWNYFSP.png,https://media.discordapp.net/attachments/1275220609869021195/1275826618480463973/card-image.jpg?ex=66c74da1&is=66c5fc21&hm=02373f17d9b4d3e55f1bedaeab6ef07c01b50620673ea3606acd185da59a7847&,Nayeon,TWICE,Feel Special,1
XISMDST,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/xikers/XISMDST.png,https://media.discordapp.net/attachments/1255320496984297583/1275821828136243291/card-image.jpg?ex=66c7492b&is=66c5f7ab&hm=11856b0d5c4501c33a6b7db992cd52823cc31fd45bbe973c682f6fe123975ca6&,Sumin,xikers,We Don't Stop,1
PEYODSY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/PENTAGON/PEYODSY.png,https://media.discordapp.net/attachments/1255320233795911730/1275808900393734165/card-image.jpg?ex=66c73d21&is=66c5eba1&hm=e56b0a4b3be65777856fdff7839c4118acdbbc171be027bc3903df4a7fd1fb13&,Yeo One,PENTAGON,Daisy,1
TRDYMTR,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TREASURE/TRDYMTR.png,https://media.discordapp.net/attachments/1255320259070791690/1275790616785064047/card-image.jpg?ex=66c72c1a&is=66c5da9a&hm=60e1ee149f19227ac7596311b06d4d531cd7312b3e59980a6f3d27ddf1b088c3&,Doyoung,TREASURE,MY TREASURE,1
N1DYBTM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/NCT+127/N1DYBTM.png,https://media.discordapp.net/attachments/1275220609869021195/1275781431288791081/card-image.jpg?ex=66c7238c&is=66c5d20c&hm=d3d533121efcbbd08f4500e62e1940c8093726502cdaf14b1280361f2d0d3e93&,Doyoung,NCT 127,Be There For Me,1
AODAENN,3,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/events/ANGEL+OR+DEVIL%3F/AODAENN.png,https://media.discordapp.net/attachments/1275220609869021195/1275819776475922442/card-image.jpg?ex=66c74742&is=66c5f5c2&hm=82fd20bc389919be5af865b5caf8230e044193f22615e419a2f3b9bdd16a863f&,Ningning,aespa,Angel or Devil?,1
TXYJCKI,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TXT/TXYJCKI.png,https://media.discordapp.net/attachments/1275225745370775674/1275774621894971473/card-image.jpg?ex=66c71d34&is=66c5cbb4&hm=21c1895d26b626f49ec0eac118649e64a21493a777bd47be4c1410493eb2157e&,Yeonjun,TXT,CHIKAI,1
AODENSH,3,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/events/ANGEL+OR+DEVIL%3F/AODENSH.png,https://media.discordapp.net/attachments/1275225745370775674/1275803911797735534/card-image.jpg?ex=66c7387b&is=66c5e6fb&hm=64b7eb88269a5dc91f6e238f4fa27e72ee29b48f05f04393f93e4c89790ceafd&,Sunghoon,ENHYPEN,Angel or Devil?,1
ILYHMGN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ILLIT/ILYHMGN.png,https://media.discordapp.net/attachments/1275220609869021195/1275825427717423205/card-image.jpg?ex=66c74c85&is=66c5fb05&hm=ecc87465476ef03478278fc162de929451f398d42a31420b60d59747cb437ecd&,Yunah,ILLIT,Magnetic,1
MMSLMMM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/MAMAMOO/MMSLMMM.png,https://media.discordapp.net/attachments/1275225745370775674/1275778628243951719/card-image.jpg?ex=66c720ef&is=66c5cf6f&hm=6ee4acee8cd09f323e4587068507ad9ba9a48d8443a1925fd7a381c01a9b9e3c&,Solar,MAMAMOO,mumumumuch,1
OMYBDDD,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/OH+MY+GIRL/OMYBDDD.png,https://media.discordapp.net/attachments/1275225745370775674/1275818321526263918/card-image.jpg?ex=66c745e7&is=66c5f467&hm=e328800983931321f033ef36e656cb6797f280145f2f0ffa3154ddcecd668217&,Yubin,OH MY GIRL,Dun Dun Dance,1
ONSJSKH,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ONF/ONSJSKH.png,https://media.discordapp.net/attachments/1275220609869021195/1275822702862663801/card-image.jpg?ex=66c749fc&is=66c5f87c&hm=19bbe80790c6fb77f5fe4670133b7aec5a2dc50e7714385a090e08fb9f0e9187&,Seungjun,ONF,Sukhumvit Swimming,1
SOYJDLL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Soloists/SOYJDLL.png,https://media.discordapp.net/attachments/1275225745370775674/1275811215775367199/card-image.jpg?ex=66c73f49&is=66c5edc9&hm=b168a77cf4173068e3be8bcb2605fbd083a3270eeaf1d639e3a9b61e386a01a1&,YUJU,Soloist,DALALA,1
IZCYPOR,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/IZ*ONE/IZCYPOR.png,https://media.discordapp.net/attachments/1275220609869021195/1275743466818899979/card-image.jpg?ex=66c70030&is=66c5aeb0&hm=026daa8f25a5c1fd3f063061d0c9b0b3d158285b06708c8d56e8b27f84d0d5c2&,Chaeyeon,IZ*ONE,PANORAMA,1
SVSCPIMA,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/SEVENTEEN/SVSCPIMA.png,https://media.discordapp.net/attachments/1255320246017851493/1275776628592611400/card-image.jpg?ex=66c71f13&is=66c5cd93&hm=7ba0d5f2418b2d7e33041be6e1ee45b6fcb74777e129e9cab3c66d65c89c199a&,S.Coups,SEVENTEEN,Ima,1
KDMJASN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/KINGDOM/KDMJASN.png,https://media.discordapp.net/attachments/1255320246017851493/1275642589869113387/card-image.jpg?ex=66c6a23d&is=66c550bd&hm=fa4e2f9fc201728b1064f81930bd41cd8b4d8a40fb2ca4ac525b135fd537e33a&,Mujin,KINGDOM,Ascension,1
BNWHEWF,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/BOYNEXTDOOR/BNWHEWF.png,https://media.discordapp.net/attachments/1255320246017851493/1275680708827807806/card-image.jpg?ex=66c6c5bd&is=66c5743d&hm=f57bbdd1ddb1becb2f4be7a88285821ec4bad7e4c996836b39d09e5b3de52fdb&,Woonhak,BOYNEXTDOOR,"""Earth, Wind & Fire""",1
NUAKHRS,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/NiziU/NUAKHRS.png,https://media.discordapp.net/attachments/1275220609869021195/1275821513689534616/card-image.jpg?ex=66c748e0&is=66c5f760&hm=9a71bb85db28660201f4563bc1773be0da69335fc84a377022686e84ebb86107&,Ayaka,NiziU,HEARTRIS,1
intak,4,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/customs/intak.png,https://media.discordapp.net/attachments/1255320220449374228/1273101408543051866/card-image.jpg?ex=66bd6394&is=66bc1214&hm=67945a54e61951f66d9407e06ecc058ab1511be736466f897e91030add249b77&,Intak,P1Harmony,butterfly,1
RPSYCQT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Rocket+Punch/RPSYCQT.png,https://media.discordapp.net/attachments/1275220609869021195/1275829496905338960/card-image.jpg?ex=66c7504f&is=66c5fecf&hm=ea3d23657ad5820d38fec2c9086181cc95d3cdec5ee41178a4966fd5d55d6a59&,Suyun,Rocket Punch,CHIQUITA,1
GTWDSOI,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/GOT+the+beat/GTWDSOI.png,https://media.discordapp.net/attachments/1255320259070791690/1275831767697195018/card-image.jpg?ex=66c7526d&is=66c600ed&hm=6800faabe00cc8d742ab507ded41bc3e96a29ab7952f00c6ce74d878eff533e9&,Wendy,GOT the beat,Stamp On It,1
N1YTBTM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/NCT+127/N1YTBTM.png,https://media.discordapp.net/attachments/1275225745370775674/1275791182105940018/card-image.jpg?ex=66c72ca0&is=66c5db20&hm=316ab2d4a6f7bc506fc538f9876cc151b7d046a76459ffafe873731e5ed6b7be&,Yuta,NCT 127,Be There For Me,1
XHJHHCT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Xdinary+Heroes/XHJHHCT.png,https://media.discordapp.net/attachments/1255531443636011040/1275814661660610561/card-image.jpg?ex=66c7427e&is=66c5f0fe&hm=6356c5f216408557c2ceb1a18785091d646d37c11fad30f3740ea7964ed80490&,Jun Han,Xdinary Heroes,Hair Cut,1
NMHWPOC,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/NMIXX/NMHWPOC.png,https://media.discordapp.net/attachments/1255320246017851493/1275803454367072297/card-image.jpg?ex=66c7380e&is=66c5e68e&hm=8ecbe4fc6906b28ccc49644218c01c88a1e0cb9fc1350a2e6affddd60531ae25&,Haewon,NMIXX,Party O'Clock,1
LZJSOBL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/LOVELYZ/LZJSUNF.png,https://media.discordapp.net/attachments/1275225745370775674/1275635227087081502/card-image.jpg?ex=66c69b62&is=66c549e2&hm=3b19d9793f18a6df5724d9d94d349fc67ad488011cdee0af71afc9ee63eb0b5c&,Jisoo,Lovelyz,Obliviate,1
AZYSESN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ATEEZ/AZYSESN.png,https://media.discordapp.net/attachments/1275220609869021195/1275823584341655663/card-image.jpg?ex=66c74ace&is=66c5f94e&hm=eec7988a1342a5a19184a97527267d8179912f200cf908dccfefc7eeaa0ebf6a&,Yeosang,ATEEZ,Eternal Sunshine,1
SOCHSBR,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Soloists/SOCHSBR.png,https://media.discordapp.net/attachments/1275220609869021195/1275825955411071087/card-image.jpg?ex=66c74d03&is=66c5fb83&hm=4f7f643a3d1997576c9b05cb990ceff0b10a00c7c73d594ae3c804bdfe340ed2&,CHUU,Soloist,Strawberry Rush,1
MXHWAGR,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/MONSTA+X/MXHWAGR.png,https://media.discordapp.net/attachments/1275220609869021195/1275825275250147369/card-image.jpg?ex=66c74c61&is=66c5fae1&hm=31ed5233df36035ecec43a3473febc6e3c3a134f7fbe38df1ef1f2657f951ed3&,Hyungwon,MONSTA X,Alligator,1
GISYQCD,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/(G)I-DLE/GISYQCD.png,https://media.discordapp.net/attachments/1275225745370775674/1275670486797385819/card-image.jpg?ex=66c6bc38&is=66c56ab8&hm=c1dc55e647ecae66b09040f2d7a646d6e6a79268c55df6ac3e79866d0e194a42&,Soyeon,(G)I-DLE,Queencard,1
XGHNWWY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/XG/XGHNWWY.png,https://media.discordapp.net/attachments/1275220609869021195/1275795232881119363/card-image.jpg?ex=66c73066&is=66c5dee6&hm=48622e158b5b961d481d1205c40018fac57ee3a5b47aa3f00a5af1dfbd2c71cb&,Hinata,XG,WINTER WITHOUT YOU,1
WMSEDZL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Weki+Meki/WMSEDZL.png,https://media.discordapp.net/attachments/1275220609869021195/1275811935341772810/card-image.jpg?ex=66c73ff4&is=66c5ee74&hm=ba6db6e913fe89f083b61cbe2c02558404a2df3e169030461c77ef91366fc64b&,Sei,Weki Meki,DAZZLE DAZZLE,1
IKJNDIV,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/iKON/IKJNDIV.png,https://media.discordapp.net/attachments/1275225745370775674/1275796447840698368/card-image.jpg?ex=66c73188&is=66c5e008&hm=d40cc45884005b19dd7144b2ca9dad4754e9020ebe4129630ec545b974f590ab&,Ju-ne,iKON,Dive,1
EVSEBDL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/EVNNE/EVSEBDL.png,https://media.discordapp.net/attachments/1275225745370775674/1275829248296222780/card-image.jpg?ex=66c75014&is=66c5fe94&hm=2c53966a241b7f4600721b63c6df8c3c893a79c9b23f168208bfe36d24f202bc&,Seungeon,EVNNE,Badder Love,1
SAN,4,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/customs/san_4.png,,San,ATEEZ,Ice Royal,1
G7YJNTM,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/GOT7/G7YJNTM.png,https://media.discordapp.net/attachments/1255320233795911730/1275813236553420912/card-image.jpg?ex=66c7412b&is=66c5efab&hm=fe147084e08fc26c569536b0f956dbcaf0920f45c65d5a0740c0672d902cf2ed&,Youngjae,GOT7,NOT BY THE MOON,1
ZBTRFTP,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ZEROBASEONE/ZBTRFTP.png,https://media.discordapp.net/attachments/1275225745370775674/1275586540495700068/card-image.jpg?ex=66c66e0a&is=66c51c8a&hm=313d91acf0785c4a649a8d50aba53dd907fcfead1ba04c07bc66fe7e7eddfdf0&,Taerae,ZEROBASEONE,Feel the POP,1
KLBLMDT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/KISS+OF+LIFE/KLBLMDT.png,https://media.discordapp.net/attachments/1255320220449374228/1275808740427173929/card-image.jpg?ex=66c73cfb&is=66c5eb7b&hm=7aa344aa9ef0fcb27843c5e5492fe9d51e4141693a833a14efa0d450e4fd153c&,Belle,KISS OF LIFE,Midas Touch,1
TWYJPLT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TWS/TWYJPLT.png,https://media.discordapp.net/attachments/1275220609869021195/1275829721120378920/card-image.jpg?ex=66c75085&is=66c5ff05&hm=c74adf0c9f533b4a35394e48f8f54239684904fd5bfe92ecff7ee91580625f1b&,Youngjae,TWS,plot twist,1
OPJCMBN,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ONE+PACT/OPJCMBN.png,https://media.discordapp.net/attachments/1275225745370775674/1275629929555296329/card-image.jpg?ex=66c69673&is=66c544f3&hm=125684417aca63cf242e72ed1fb9cc865b13a606ce98ed28fefe5de2f1fc3515&,Jay Chang,ONE PACT,Must Be Nice,1
TWSYPLT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/TWS/TWSYPLT.png,https://media.discordapp.net/attachments/1255320246017851493/1275694274603646986/card-image.jpg?ex=66c6d260&is=66c580e0&hm=02fe4aa5b08e0911171d304e04f19ad3c9bd7fb03cfc1454b2d20c4b7430e21a&,Shinyu,TWS,plot twist,1
WJSBBBU,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/WJSN/WJSBBBU.png,https://media.discordapp.net/attachments/1275225745370775674/1275760537354895391/card-image.jpg?ex=66c71016&is=66c5be96&hm=c7667fdf0bfd275e3c7f45fb218f4cfaf5b4a86c5531ec1cba963dcb1fd659c9&,Soobin,WJSN,Boogie Up,1
PEKNDSY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/PENTAGON/PEKNDSY.png,https://media.discordapp.net/attachments/1272269842371842170/1275826826022883382/card-image.jpg?ex=66c74dd3&is=66c5fc53&hm=b488708f7eab15ee55b8b4ec492b0475e9728ef7ccdb20c938dd7d0793d05f85&,Kino,PENTAGON,Daisy,1
SOTMADV,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Soloists/SOTMADV.png,https://media.discordapp.net/attachments/1275225745370775674/1275764956826173470/card-image.jpg?ex=66c71434&is=66c5c2b4&hm=7d1b57cd1cd1a420853aeab15bcca092f777e3b4adee1884dcf23a5fb31572ee&,TAEMIN,Soloist,Advice,1
WJYJBBU,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/WJSN/WJYJBBU.png,https://media.discordapp.net/attachments/1275220609869021195/1275709240232902676/card-image.jpg?ex=66c6e050&is=66c58ed0&hm=b3d7fb6cb32ab35d141ca8a5ae2b8461fc459d0c88fd27d2d8c7ef4fcb2f70c2&,Yeonjung,WJSN,Boogie Up,1
AODPHJU,3,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/events/ANGEL+OR+DEVIL%3F/AODPHJU.png,https://media.discordapp.net/attachments/1255320246017851493/1275332275776524341/card-image.jpg?ex=66c5813d&is=66c42fbd&hm=a77293f9c43bb32cc13cd8215b783b7926f34ecb1d0727b4340e5a920d0a8641&,Jiung,P1Harmony,Angel or Devil?,1
SVDNIMA,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/SEVENTEEN/SVDNIMA.png,https://media.discordapp.net/attachments/1275220609869021195/1275823631062274120/card-image.jpg?ex=66c74ad9&is=66c5f959&hm=e17cbd4b4ba14e48864dc52128e3a23c9edc61bbba133a49b675db5c454162ab&,Dino,SEVENTEEN,Ima,1
SKHJMNC,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/Stray+Kids/SKHJMNC.png,https://media.discordapp.net/attachments/1275225745370775674/1275786611686113351/card-image.jpg?ex=66c7285f&is=66c5d6df&hm=ca570c777283621dd5a2cca8aaf35ba4d51a353c6d3ad88f4763313a925eb7c1&,Hyunjin,Stray Kids,MANIAC,1
EGASPRT,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/EVERGLOW/EGASPRT.png,https://media.discordapp.net/attachments/1275220609869021195/1275805502357508117/card-image.jpg?ex=66c739f7&is=66c5e877&hm=3bf0d7b5cdc22e5ca52204e33ff7e68e36844310288f868ca954facab24ca7a0&,Aisha,EVERGLOW,Pirate,1
ENHSFTL,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/ENHYPEN/ENHSFTL.png,https://media.discordapp.net/attachments/1275225745370775674/1275829079232348160/card-image.jpg?ex=66c74fec&is=66c5fe6c&hm=3564f6fd10127b3292ee1353b6896bbd26b047bae277995b9e0c6cf413800cbb&,Heeseung,ENHYPEN,Fatal Trouble,1
XGMYWWY,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/XG/XGMYWWY.png,https://media.discordapp.net/attachments/1275225745370775674/1275814349419581440/card-image.jpg?ex=66c74234&is=66c5f0b4&hm=c397f7020e3dca0c0653a5a5342ec2738db8b3d5f6653bb663d523b8b0af3ccd&,Maya,XG,WINTER WITHOUT YOU,1
WIYHTBD,1,https://danielle-bot-images.s3.eu-west-2.amazonaws.com/WEi/WIYHTBD.png,https://media.discordapp.net/attachments/1275225745370775674/1275809312882688031/card-image.jpg?ex=66c73d83&is=66c5ec03&hm=a6efb1778e7b8a902c4d6e0b5de3948153661c2f99b358323732eeebf338e11a&,Yongha,WEi,Too Bad,1
